"Numeric TIS-code of territory","Validity start date of territory","Validity start date of territory name code","Alphanumeric ISO-code of language","Territory name","Official territory name","Abbreviated territory name","Unofficial territory name"
662,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SANTA LUCIA",,"S.LUCIA",
662,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAINTE-LUCIE",,"STE.LUCIE",
670,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ST. VINCENT UND DIE GRENADINEN",,"ST.VINCENT+GR.",
670,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAINT VINCENT AND THE GRENADINES",,"ST.VINCENT+GR",
670,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SAN VICENTE Y LAS GRANADINAS",,"S.VICENTE+GR.",
670,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAINT-VINCENT-ET-LES-GRENADINES",,"ST.VINCENT+GR",
674,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SAN MARINO","REPUBLIK SAN MARINO","SAN MARINO",
674,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAN MARINO","REPUBLIC OF SAN MARINO","SAN MARINO",
674,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SAN MARINO","REPUBLICA DE SAN MARINO","SAN MARINO",
674,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAINT-MARIN","REPUBLIQUE DE SAINT-MARIN","SAINT-MARIN",
678,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SAO TOME UND PRINCIPE","DEMOKRATISCHE REPUBLIK SAO TOME UND PRINCIPE","S.TOME+PRINCIPE",
678,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAO TOME AND PRINCIPE","DEMOCRATIC REPUBLIC OF SAO TOME AND PRINCIPE","S.TOME+PRINCIPE",
678,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SANTO TOME Y PRINCIPE","REPUBLIC DEMOCRATICA DE SANTO TOME Y PRINCIPE","S.TOME+PRINCIPE",
678,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAO TOME-ET-PRINCIPE","REPUBLIQUE DEMOCRATIQUE DE SAO TOME-ET-PRINCIPE","S.TOME+PRINCIPE",
682,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SAUDI-ARABIEN","KOENIGREICH SAUDI-ARABIEN","SAUDI-ARABIEN",
682,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAUDI ARABIA","KINGDOM OF SAUDI ARABIA","SAUDI ARABIA",
682,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ARABIA SAUDI","REINO DE ARABIA SAUDI","ARABIA SAUDI",
682,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ARABIE SAOUDITE","ROYAUME D'ARABIE SAOUDITE","ARABIE SAOUDITE",
686,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SENEGAL","REPUBLIK SENEGAL","SENEGAL",
686,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SENEGAL","REPUBLIC OF SENEGAL","SENEGAL",
686,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SENEGAL","REPUBLICA DE SENEGAL","SENEGAL",
686,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SENEGAL","REPUBLIQUE DU SENEGAL","SENEGAL",
688,2006/06/03 00:00:00,2006/06/03 00:00:00,"DE","SERBIEN","REPUBLIK SERBIEN","SERBIEN",
688,2006/06/03 00:00:00,2006/06/03 00:00:00,"EN","SERBIA","REPUBLIC OF SERBIA","SERBIA",
688,2006/06/03 00:00:00,2006/06/03 00:00:00,"ES","SERBIA","REPUBLICA DE SERBIA","SERBIA",
688,2006/06/03 00:00:00,2006/06/03 00:00:00,"FR","SERBIE","REPUBLIQUE DE SERBIE","SERBIE",
690,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SEYCHELLEN","REPUBLIK SEYCHELLEN","SEYCHELLEN",
690,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SEYCHELLES","REPUBLIC OF SEYCHELLES","SEYCHELLES",
690,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SEYCHELLES","REPUBLICA DE SEYCHELLES","SEYCHELLES",
690,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SEYCHELLES","REPUBLIQUE DES SEYCHELLES","SEYCHELLES",
694,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SIERRA LEONE","REPUBLIK SIERRA LEONE","SIERRA LEONE",
694,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SIERRA LEONE","REPUBLIC OF SIERRA LEONE","SIERRA LEONE",
694,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SIERRA LEONA","REPUBLICA DE SIERRA LEONA","SIERRA LEONA",
694,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SIERRA LEONE","REPUBLIQUE DE SIERRA LEONE","SIERRA LEONE",
702,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SINGAPUR","REPUBLIK SINGAPUR","SINGAPUR",
702,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SINGAPORE","REPUBLIC OF SINGAPORE","SINGAPORE",
702,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SINGAPUR","REPUBLICA DE SINGAPUR","SINGAPUR",
702,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SINGAPOUR","REPUBLIQUE DE SINGAPOUR","SINGAPOUR",
703,1993/01/01 00:00:00,1993/01/01 00:00:00,"DE","SLOWAKEI","SLOWAKISCHE REPUBLIK","SLOWAKEI",
703,1993/01/01 00:00:00,1993/01/01 00:00:00,"EN","SLOVAKIA","SLOVAK REPUBLIC","SLOVAKIA",
703,1993/01/01 00:00:00,1993/01/01 00:00:00,"ES","ESLOVAQUIA","REPUBLICA ESLOVACA","ESLOVAQUIA",
703,1993/01/01 00:00:00,1993/01/01 00:00:00,"FR","SLOVAQUIE","REPUBLIQUE SLOVAQUE","SLOVAQUIE",
704,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","VIETNAM","SOZIALISTISCHE REPUBLIK VIETNAM","VIETNAM",
704,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","VIET NAM","SOCIALIST REPUBLIC OF VIET NAM","VIET NAM",
704,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","VIETNAM","REPUBLICA SOCIALISTA DE VIETNAM","VIETNAM",
704,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","VIET NAM","REPUBLIQUE SOCIALISTE DU VIET NAM","VIET NAM",
705,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","SLOWENIEN","REPUBLIK SLOWENIEN","SLOWENIEN",
705,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","SLOVENIA","REPUBLIC OF SLOVENIA","SLOVENIA",
705,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","ESLOVENIA","REPUBLICA DE ESLOVENIA","ESLOVENIA",
705,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","SLOVENIE","REPUBLIQUE DE SLOVENIE","SLOVENIE",
706,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SOMALIA","REPUBLIK SOMALIA","SOMALIA",
706,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SOMALIA","SOMALI REPUBLIC","SOMALIA",
706,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SOMALIA","REPUBLICA SOMALI","SOMALIA",
706,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SOMALIE","REPUBLIQUE SOMALIENNE","SOMALIE",
710,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SUEDAFRIKA","REPUBLIK SUEDAFRIKA","SUEDAFRIKA",
710,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SOUTH AFRICA","REPUBLIC OF SOUTH AFRICA","SOUTH AFRICA",
710,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SUDAFRICA","REPUBLICA DE SUDAFRICA","SUDAFRICA",
710,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","AFRIQUE DU SUD","REPUBLIQUE SUD-AFRICAINE","AFRIQUE DU SUD",
716,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SIMBABWE","REPUBLIK SIMBABWE","SIMBABWE",
716,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ZIMBABWE","REPUBLIC OF ZIMBABWE","ZIMBABWE",
716,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ZIMBABWE","REPUBLICA DE ZIMBABWE","ZIMBABWE",
716,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ZIMBABWE","REPUBLIQUE DU ZIMBABWE","ZIMBABWE",
720,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","JEMEN, DEMOKRATISCHER",,"DEMOKRAT.JEMEN",
720,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","YEMEN, DEMOCRATIC",,"DEMOCRAT.YEMEN",
720,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","YEMEN, DEMOCRATICO",,"DEMOCR.YEMEN",
720,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","YEMEN, DEMOCRATIQUE",,"YEMEN DEMOCR.",
724,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SPANIEN","KOENIGREICH SPANIEN","SPANIEN",
724,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SPAIN","KINGDOM OF SPAIN","SPAIN",
724,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ESPANA","REINO DE ESPANA","ESPANA",
724,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ESPAGNE","ROYAUME D'ESPAGNE","ESPAGNE",
728,2011/07/09 00:00:00,2011/07/09 00:00:00,"DE","SUEDSUDAN","REPUBLIK SUEDSUDAN","SUEDSUDAN",
728,2011/07/09 00:00:00,2011/07/09 00:00:00,"EN","SOUTH SUDAN","REPUBLIC OF SOUTH SUDAN","SOUTH SUDAN",
728,2011/07/09 00:00:00,2011/07/09 00:00:00,"ES","SUDAN DEL SUR","LA REPUBLICA DE SUDAN DEL SUR","SUDAN DEL SUR",
728,2011/07/09 00:00:00,2011/07/09 00:00:00,"FR","SOUDAN DU SUD","REPUBLIQUE DU SOUDAN DU SUD","SOUDAN DU SUD",
729,2011/07/09 00:00:00,2011/07/09 00:00:00,"DE","SUDAN","REPUBLIK SUDAN","SUDAN",
729,2011/07/09 00:00:00,2011/07/09 00:00:00,"EN","SUDAN","REPUBLIC OF THE SUDAN","SUDAN",
729,2011/07/09 00:00:00,2011/07/09 00:00:00,"ES","SUDAN","REPUBLICA DEL SUDAN","SUDAN",
729,2011/07/09 00:00:00,2011/07/09 00:00:00,"FR","SOUDAN","REPUBLIQUE DU SOUDAN","SOUDAN",
732,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","WESTSAHARA",,"WESTSAHARA",
732,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","WESTERN SAHARA",,"WESTERN SAHARA",
732,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SAHARA OCCIDENTAL",,"SAHARA OCCID.",
732,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAHARA OCCIDENTAL",,"SAHARA OCCID.",
736,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SUDAN","REPUBLIK SUDAN","SUDAN",
736,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SUDAN","REPUBLIC OF THE SUDAN","SUDAN",
736,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SUDAN","REPUBLICA DEL SUDAN","SUDAN",
736,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SOUDAN","REPUBLIQUE DU SOUDAN","SOUDAN",
740,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SURINAME","REPUBLIK SURINAME","SURINAME",
740,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SURINAME","REPUBLIC OF SURINAME","SURINAME",
740,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SURINAM","REPUBLICA DE SURINAM","SURINAM",
740,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SURINAME","REPUBLIQUE DU SURINAME","SURINAME",
748,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","ESWATINI","KOENIGREICH ESWATINI","ESWATINI",
748,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","ESWATINI","THE KINGDOM OF ESWATINI","ESWATINI",
748,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ESWATINI","REINO DE ESWATINI","ESWATINI",
748,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ESWATINI","ROYAUME D’ESWATINI","ESWATINI",
752,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SCHWEDEN","KOENIGREICH SCHWEDEN","SCHWEDEN",
752,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SWEDEN","KINGDOM OF SWEDEN","SWEDEN",
752,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SUECIA","REINO DE SUECIA","SUECIA",
752,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SUEDE","ROYAUME DE SUEDE","SUEDE",
756,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SCHWEIZ","SCHWEIZERISCHE EIDGENOSSENSCHAFT","SCHWEIZ",
756,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SWITZERLAND","SWISS CONFEDERATION","SWITZERLAND",
756,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SUIZA","CONFEDERACION SUIZA","SUIZA",
756,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SUISSE","CONFEDERATION SUISSE","SUISSE",
760,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SYRIEN, ARABISCHE REPUBLIK","ARABISCHE REPUBLIK SYRIEN","SYRIEN",
760,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SYRIAN ARAB REPUBLIC",,"SYRIA",
760,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","REPUBLICA ARABE SIRIA",,"SIRIA",
760,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SYRIENNE, REPUBLIQUE ARABE","REPUBLIQUE ARABE SYRIENNE","SYRIE",
762,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","TADSCHIKISTAN","REPUBLIK TADSCHIKISTAN","TADSCHIKISTAN",
762,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","TAJIKISTAN","REPUBLIC OF TAJIKISTAN","TAJIKISTAN",
762,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","TADJIKISTAN","REPUBLICA DE TADJIKISTAN","TADJIKISTAN",
762,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","TADJIKISTAN","REPUBLIQUE DU TADJIKISTAN","TADJIKISTAN",
764,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","THAILAND","KOENIGREICH THAILAND","THAILAND",
764,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","THAILAND","KINGDOM OF THAILAND","THAILAND",
764,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","THAILANDIA","REINO DE THAILANDIA","THAILANDIA",
764,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","THAILANDE","ROYAUME DE THAILANDE","THAILANDE",
768,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TOGO","REPUBLIK TOGO","TOGO",
768,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TOGO","TOGOLESE REPUBLIC","TOGO",
768,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TOGO","REPUBLICA TOGOLESA","TOGO",
768,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TOGO","REPUBLIQUE TOGOLAISE","TOGO",
776,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TONGA","KOENIGREICH TONGA","TONGA",
776,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TONGA","KINGDOM OF TONGA","TONGA",
776,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TONGA","REINO DE TONGA","TONGA",
776,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TONGA","ROYAUME DES TONGA","TONGA",
780,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TRINIDAD UND TOBAGO","REPUBLIK TRINIDAD UND TOBAGO","TRINIDAD+TOBAGO",
780,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TRINIDAD AND TOBAGO","REPUBLIC OF TRINIDAD AND TOBAGO","TRINIDAD+TOBAGO",
780,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TRINIDAD Y TOBAGO","REPUBLICA DE TRINIDAD Y TOBAGO","TRINIDAD+TOBAGO",
780,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TRINITE-ET-TOBAGO","REPUBLIQUE DE TRINITE-ET-TOBAGO","TRINITE+TOBAGO",
784,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","VEREINIGTE ARABISCHE EMIRATE",,"VER.ARAB.EMIR.",
784,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","UNITED ARAB EMIRATES",,"UNIT.ARAB.EMIR.",
784,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","EMIRATOS ARABES UNIDOS",,"EMIR.ARAB.UNID.",
784,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","EMIRATS ARABES UNIS",,"EMIR.ARAB.UNIS",
788,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TUNESIEN","TUNESISCHE REPUBLIK","TUNESIEN",
788,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TUNISIA","REPUBLIC OF TUNISIA","TUNISIA",
788,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TUNICIA","REPUBLICA DE TUNICIA","TUNICIA",
788,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TUNISIE","REPUBLIQUE TUNISIENNE","TUNISIE",
792,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TUERKEI","REPUBLIK TUERKEI","TUERKEI",
792,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TURKEY","REPUBLIC OF TURKEY","TURKEY",
792,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TURQUIA","REPUBLICA DE TURQUIA","TURQUIA",
792,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TURQUIE","REPUBLIQUE TURQUE","TURQUIE",
795,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","TURKMENISTAN",,"TURKMENISTAN",
795,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","TURKMENISTAN",,"TURKMENISTAN",
795,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","TURKMENISTAN",,"TURKMENISTAN",
795,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","TURKMENISTAN",,"TURKMENISTAN",
798,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TUVALU",,"TUVALU",
798,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TUVALU",,"TUVALU",
798,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TUVALU",,"TUVALU",
798,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TUVALU",,"TUVALU",
800,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","UGANDA","REPUBLIK UGANDA","UGANDA",
800,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","UGANDA","REPUBLIC OF UGANDA","UGANDA",
800,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","UGANDA","REPUBLICA DE UGANDA","UGANDA",
800,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","OUGANDA","REPUBLIQUE DE L'OUGANDA","OUGANDA",
804,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","UKRAINE",,"UKRAINE",
804,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","UKRAINE",,"UKRAINE",
804,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","UCRANIA",,"UCRANIA",
804,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","UKRAINE",,"UKRAINE",
807,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","NORDMAZEDONIEN","REPUBLIK NORDMAZEDONIEN","NORDMAZEDONIEN",
807,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","NORTH MACEDONIA","THE REPUBLIC OF NORTH MACEDONIA","NORTH MACEDONIA",
807,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","MACEDONIA DEL NORTE","REPUBLICA DE MACEDONIA DEL NORTE","MACEDONIA DEL NORTE",
807,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","MACEDOINE DU NORD","LA REPUBLIQUE DE MACEDOINE DU NORD","MACEDOINE DU NORD",
810,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SOWJETUNION","UDSSR","SOWJETUNION",
810,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","USSR",,"USSR",
810,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","URSS",,"URSS",
810,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","URSS",,"URSS",
818,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","AEGYPTEN","ARABISCHE REPUBLIK AEGYPTEN","AEGYPTEN",
818,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","EGYPT","ARAB REPUBLIC OF EGYPT","EGYPT",
818,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","EGIPTO","REPUBLICA ARABE DE EGIPTO","EGIPTO",
818,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","EGYPTE","REPUBLIQUE ARABE D'EGYPTE","EGYPTE",
826,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","VEREINIGTES KOENIGREICH","VEREINIGTES KOENIGREICH GROSSBRITANNIEN UND NORDIRLAND","VER.KOENIGREICH",
826,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","UNITED KINGDOM","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","UNITED KINGDOM",
826,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","REINO UNIDO","REINO UNIDO DE GRAN BRETANA Y IRLANDA DEL NORTE","REINO UNIDO",
826,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ROYAUME-UNI","ROYAUME-UNI DE GRANDE-BRETAGNE ET D'IRLANDE DU NORD","ROYAUME-UNI",
834,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","TANSANIA, VEREINIGTE REPUBLIK","VEREINIGTE REPUBLIK TANSANIA","TANSANIA",
834,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","TANZANIA, UNITED REPUBLIC OF","UNITED REPUBLIC OF TANZANIA","TANZANIA",
834,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","TANZANIA, REPUBLICA UNIDA","REPUBLICA UNIDA DE TANZANIA","TANZANIA",
834,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","TANZANIE, REPUBLIQUE-UNIE DE","REPUBLIQUE-UNIE DE TANZANIE","TANZANIE",
840,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","VEREINIGTE STAATEN","VEREINIGTE STAATEN VON AMERIKA","VS",
840,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","UNITED STATES","UNITED STATES OF AMERICA","USA",
840,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","ESTADOS UNIDOS","ESTADOS UNIDOS DE AMERICA","ESTADOS UNIDOS",
840,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","ETATS-UNIS","ETATS-UNIS D'AMERIQUE","ETATS-UNIS",
854,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","BURKINA FASO",,"BURKINA FASO","OBERVOLTA"
854,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","BURKINA FASO",,"BURKINA FASO",
854,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","BURKINA FASO",,"BURKINA FASO",
854,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","BURKINA FASO",,"BURKINA FASO",
858,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","URUGUAY","REPUBLIK OESTLICH DES URUGUAY","URUGUAY",
858,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","URUGUAY","EASTERN REPUBLIC OF URUGUAY","URUGUAY",
858,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","URUGUAY","REPUBLICA ORIENTAL DE URUGUAY","URUGUAY",
858,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","URUGUAY","REPUBLIQUE ORIENTALE DE L'URUGUAY","URUGUAY",
860,1992/01/01 00:00:00,1992/01/01 00:00:00,"DE","USBEKISTAN","REPUBLIK USBEKISTAN","USBEKISTAN",
860,1992/01/01 00:00:00,1992/01/01 00:00:00,"EN","UZBEKISTAN","REPUBLIC OF UZBEKISTAN","UZBEKISTAN",
860,1992/01/01 00:00:00,1992/01/01 00:00:00,"ES","UZBEKISTAN","REPUBLICA DE UZBEKISTAN","UZBEKISTAN",
860,1992/01/01 00:00:00,1992/01/01 00:00:00,"FR","OUZBEKISTAN","REPUBLIQUE D'OUZBEKISTAN","OUZBEKISTAN",
862,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","VENEZUELA","BOLIVARISCHE REPUBLIK VENEZUELA","VENEZUELA",
862,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","VENEZUELA","BOLIVARIAN REPUBLIC OF VENEZUELA","VENEZUELA",
862,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","VENEZUELA","REPUBLICA BOLIVARIANA DE VENEZUELA","VENEZUELA",
862,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","VENEZUELA","REPUBLIQUE BOLIVARIENNE DU VENEZUELA","VENEZUELA",
882,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","SAMOA","UNABHAENGIGER STAAT WESTSAMOA","SAMOA",
882,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","SAMOA","INDEPENDENT STATE OF WESTERN SAMOA","SAMOA",
882,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","SAMOA","ESTADO INDEPENDIENTE DE SAMOA OCCIDENTAL","SAMOA",
882,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","SAMOA","ETAT INDEPENDANT DU SAMOA-OCCIDENTAL","SAMOA",
882,1000/01/01 00:00:00,1997/10/09 00:00:00,"DE","SAMOA","UNABHAENGIGER STAAT SAMOA","SAMOA",
882,1000/01/01 00:00:00,1997/10/09 00:00:00,"EN","SAMOA","INDEPENDENT STATE OF SAMOA","SAMOA",
882,1000/01/01 00:00:00,1997/10/09 00:00:00,"ES","SAMOA","ESTADO INDEPENDIENTE DE SAMOA","SAMOA",
882,1000/01/01 00:00:00,1997/10/09 00:00:00,"FR","SAMOA","ETAT INDEPENDANT DU SAMOA","SAMOA",
886,1000/01/01 00:00:00,1000/01/01 00:00:00,"DE","JEMEN","REPUBLIK JEMEN","JEMEN",
886,1000/01/01 00:00:00,1000/01/01 00:00:00,"EN","YEMEN","REPUBLIC OF YEMEN","YEMEN",
886,1000/01/01 00:00:00,1000/01/01 00:00:00,"ES","YEMEN","REPUBLICA DE YEMEN","YEMEN",
886,1000/01/01 00:00:00,1000/01/01 00:00:00,"FR","YEMEN","REPUBLIQUE DU YEMEN","YEMEN",
887,1990/05/22 00:00:00,1990/05/22 00:00:00,"DE","JEMEN","REPUBLIK JEMEN","JEMEN",
887,1990/05/22 00:00:00,1990/05/22 00:00:00,"EN","YEMEN","REPUBLIC OF YEMEN","YEMEN",
